0,1609488000,6990
0,1609495200,8476
0,1609498800,6734
0,1609502400,7908
0,1609506000,9658
0,1609509600,8368
0,1609513200,4717
0,1609516800,1653
0,1609520400,4204
0,1609524000,9961
0,1609527600,5181
0,1609531200,1308
0,1609534800,7835
0,1609538400,1749
0,1609542000,7213
0,1609545600,3450
0,1609549200,7915
0,1609552800,8641
0,1609556400,1120
0,1609560000,330
0,1609563600,6634
0,1609570800,8186
0,1609574400,4096
0,1609578000,1131
0,1609581600,9398
0,1609585200,4009
0,1609588800,8996
0,1609592400,1594
0,1609596000,5343
0,1609599600,8116
0,1609603200,5038
0,1609606800,4869
0,1609610400,9069
0,1609614000,8952
0,1609617600,9982
0,1609621200,9727
0,1609624800,7390
0,1609628400,9869
0,1609632000,5294
0,1609635600,4066
0,1609639200,3112
0,1609642800,3159
0,1609650000,4360
0,1609653600,1231
0,1609657200,2233
0,1609660800,733
0,1609664400,8957
0,1609668000,8694
0,1609671600,8649
0,1609675200,3625
0,1609678800,6971
0,1609682400,4609
0,1609686000,8171
0,1609689600,1449
0,1609693200,1989
0,1609696800,9718
0,1609700400,3219
0,1609704000,365
0,1609707600,2019
0,1609711200,6195
0,1609714800,5548
0,1609718400,1118
0,1609722000,2497
0,1609725600,841
0,1609729200,8852
0,1609732800,1312
0,1609740000,3188
0,1609743600,9536
0,1609747200,6509
0,1609750800,6164
0,1609754400,696
0,1609758000,454
0,1609761600,3130
0,1609765200,7951
0,1609768800,1100
0,1609776000,7073
0,1609779600,1762
0,1609783200,1246
0,1609786800,1279
0,1609790400,5839
0,1609794000,3054
0,1609801200,7753
0,1609808400,1753
0,1609812000,3366
0,1609815600,5974
0,1609819200,9435
0,1609822800,3432
0,1609830000,2753
0,1609833600,8774
0,1609837200,2020
0,1609840800,7346
0,1609844400,316
0,1609848000,6815
0,1609851600,8432
0,1609855200,5951
0,1609858800,4211
0,1609862400,9284
0,1609869600,1395
0,1609873200,848
0,1609876800,4701
0,1609880400,4034
0,1609884000,5870
0,1609887600,4816
0,1609891200,9771
0,1609894800,2268
0,1609898400,6457
0,1609902000,1422
0,1609909200,3250
0,1609912800,2722
0,1609916400,3755
0,1609920000,6303
0,1609923600,6889
0,1609930800,9397
0,1609934400,866
0,1609938000,7396
0,1609941600,4347
0,1609945200,7413
0,1609948800,8083
0,1609952400,9995
0,1609963200,5440
0,1609966800,7749
0,1609974000,3180
0,1609977600,1467
0,1609981200,341
0,1609984800,6940
0,1609988400,155
0,1609992000,334
0,1609999200,1702
0,1610002800,2048
0,1610006400,3352
0,1610010000,4687
0,1610013600,1741
0,1610017200,6599
0,1610020800,457
0,1610024400,7521
0,1610028000,4302
0,1610031600,8633
0,1610035200,1985
0,1610038800,4661
0,1610053200,4354
0,1610056800,5256
0,1610060400,9397
0,1610067600,8201
0,1610071200,7234
0,1610074800,8913
0,1610078400,3505
0,1610082000,9719
0,1610085600,245
0,1610089200,2574
0,1610092800,5562
0,1610096400,6116
0,1610100000,5641
0,1610103600,684
0,1610110800,2784
0,1610114400,9659
0,1610118000,6013
0,1610121600,9086
0,1610125200,4907
0,1610128800,7932
0,1610132400,890
0,1610136000,3042
0,1610139600,1261
0,1610143200,6705
0,1610146800,5002
0,1610150400,1880
0,1610154000,9288
0,1610157600,7866
0,1610161200,5730
0,1610164800,7949
0,1610168400,8254
0,1610172000,719
